	X.home.guest.GoMRI.LBN1S1	X.home.guest.GoMRI.LBN10S10	X.home.guest.GoMRI.LBN2S2	X.home.guest.GoMRI.LBN3S3	X.home.guest.GoMRI.LBN4S4	X.home.guest.GoMRI.LBN5S5	X.home.guest.GoMRI.LBN6S6	X.home.guest.GoMRI.LBN7S7	X.home.guest.GoMRI.LBN8S8	X.home.guest.GoMRI.LBN9S9	X.home.guest.GoMRI.LBO1S11	X.home.guest.GoMRI.LBO10S20	X.home.guest.GoMRI.LBO2S12	X.home.guest.GoMRI.LBO3S13	X.home.guest.GoMRI.LBO4S14	X.home.guest.GoMRI.LBO5S15	X.home.guest.GoMRI.LBO6S16	X.home.guest.GoMRI.LBO7S17	X.home.guest.GoMRI.LBO8S18	X.home.guest.GoMRI.LBO9S19	X.home.guest.GoMRI.LFN1S61	X.home.guest.GoMRI.LFN10S70	X.home.guest.GoMRI.LFN2S62	X.home.guest.GoMRI.LFN3S63	X.home.guest.GoMRI.LFN4S64	X.home.guest.GoMRI.LFN5S65	X.home.guest.GoMRI.LFN6S66	X.home.guest.GoMRI.LFN7S67	X.home.guest.GoMRI.LFN8S68	X.home.guest.GoMRI.LFN9S69	X.home.guest.GoMRI.LFO1S71	X.home.guest.GoMRI.LFO10S80	X.home.guest.GoMRI.LFO2S72	X.home.guest.GoMRI.LFO3S73	X.home.guest.GoMRI.LFO4S74	X.home.guest.GoMRI.LFO5S75	X.home.guest.GoMRI.LFO6S76	X.home.guest.GoMRI.LFO7S77	X.home.guest.GoMRI.LFO8S78	X.home.guest.GoMRI.LFO9S79	X.home.guest.GoMRI.RBN1S21	X.home.guest.GoMRI.RBN10S30	X.home.guest.GoMRI.RBN3S23	X.home.guest.GoMRI.RBN4S24	X.home.guest.GoMRI.RBN5S25	X.home.guest.GoMRI.RBN6S26	X.home.guest.GoMRI.RBN7S27	X.home.guest.GoMRI.RBN8S28	X.home.guest.GoMRI.RBN9S29	X.home.guest.GoMRI.RBO1S31	X.home.guest.GoMRI.RBO10S40	X.home.guest.GoMRI.RBO2S32	X.home.guest.GoMRI.RBO3S33	X.home.guest.GoMRI.RBO4S34	X.home.guest.GoMRI.RBO5S35	X.home.guest.GoMRI.RBO6S36	X.home.guest.GoMRI.RBO7S37	X.home.guest.GoMRI.RBO8S38	X.home.guest.GoMRI.RBO9S39	X.home.guest.GoMRI.RFN1S7	X.home.guest.GoMRI.RFN1S81	X.home.guest.GoMRI.RFN10S90	X.home.guest.GoMRI.RFN2S82	X.home.guest.GoMRI.RFN3S83	X.home.guest.GoMRI.RFN3S9	X.home.guest.GoMRI.RFN4S10	X.home.guest.GoMRI.RFN4S84	X.home.guest.GoMRI.RFN5S11	X.home.guest.GoMRI.RFN5S85	X.home.guest.GoMRI.RFN6S12	X.home.guest.GoMRI.RFN6S86	X.home.guest.GoMRI.RFN7S87	X.home.guest.GoMRI.RFN8S88	X.home.guest.GoMRI.RFN9S89	X.home.guest.GoMRI.RFO1S1	X.home.guest.GoMRI.RFO1S91	X.home.guest.GoMRI.RFO10S4	X.home.guest.GoMRI.RFO2S2	X.home.guest.GoMRI.RFO2S92	X.home.guest.GoMRI.RFO3S3	X.home.guest.GoMRI.RFO3S93	X.home.guest.GoMRI.RFO4S4	X.home.guest.GoMRI.RFO4S94	X.home.guest.GoMRI.RFO5S5	X.home.guest.GoMRI.RFO5S95	X.home.guest.GoMRI.RFO6S6	X.home.guest.GoMRI.RFO6S96	X.home.guest.GoMRI.RFO7S1	X.home.guest.GoMRI.RFO8S2	X.home.guest.GoMRI.RFO9S3	X.home.guest.GoMRI.SBN1S41	X.home.guest.GoMRI.SBN10S50	X.home.guest.GoMRI.SBN2S42	X.home.guest.GoMRI.SBN3S43	X.home.guest.GoMRI.SBN4S44	X.home.guest.GoMRI.SBN5S45	X.home.guest.GoMRI.SBN6S46	X.home.guest.GoMRI.SBN7S47	X.home.guest.GoMRI.SBN8S48	X.home.guest.GoMRI.SBN9S49	X.home.guest.GoMRI.SBO1S51	X.home.guest.GoMRI.SBO10S60	X.home.guest.GoMRI.SBO2S52	X.home.guest.GoMRI.SBO3S53	X.home.guest.GoMRI.SBO4S54	X.home.guest.GoMRI.SBO5S55	X.home.guest.GoMRI.SBO6S56	X.home.guest.GoMRI.SBO7S57	X.home.guest.GoMRI.SBO8S58	X.home.guest.GoMRI.SBO9S59	X.home.guest.GoMRI.SFN1S5	X.home.guest.GoMRI.SFN10S14	X.home.guest.GoMRI.SFN2S6	X.home.guest.GoMRI.SFN3S7	X.home.guest.GoMRI.SFN4S8	X.home.guest.GoMRI.SFN5S9	X.home.guest.GoMRI.SFN6S10	X.home.guest.GoMRI.SFN7S11	X.home.guest.GoMRI.SFN8S12	X.home.guest.GoMRI.SFN9S13	X.home.guest.GoMRI.SFO1S15	X.home.guest.GoMRI.SFO10S24	X.home.guest.GoMRI.SFO2S16	X.home.guest.GoMRI.SFO3S17	X.home.guest.GoMRI.SFO4S18	X.home.guest.GoMRI.SFO5S19	X.home.guest.GoMRI.SFO6S20	X.home.guest.GoMRI.SFO7S21	X.home.guest.GoMRI.SFO8S22	X.home.guest.GoMRI.SFO9S23
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178399	0.000226094	1.42E-03	0	0	1.77E-03	5.84E-04	6.95E-03	6.63E-03	8.06E-04	0.000480937	3.50E-04	5.29E-04	0.006128513	0.000204097	0.00E+00	0.001066572	0	0	0	5.21E-04	0.002431474	0.00E+00	1.56E-04	5.23E-04	1.99E-03	3.80E-04	0.000419806	0.00E+00	0.00549741	1.85E-03	2.70E-04	1.61E-03	2.15E-04	2.39E-04	3.11E-04	0.000430117	3.11E-02	2.44E-02	0.00515211	3.59E-03	0.001237369	0.001550507	0.000535141	0.00E+00	1.98E-04	1.53E-04	2.96E-04	1.40E-03	2.25E-03	0.000388128	0	0.00E+00	8.30E-04	0	0.00127645	0.000748631	6.24E-04	0	1.17E-03	1.36E-03	2.03E-03	0	9.74E-04	5.05E-04	1.99E-04	0.00E+00	2.94E-04	0.00E+00	6.74E-04	2.35E-03	2.84E-03	1.79E-03	4.98E-03	1.83E-03	1.12E-03	1.40E-03	7.45E-03	1.39E-02	1.74E-03	2.13E-03	2.47E-03	1.22E-03	0.003653533	2.93E-03	6.15E-03	3.45E-03	6.30E-03	2.21E-03	3.74E-03
Bacteria|Proteobacteria|Gammaproteobacteria|Thiomicrospirales|Thiomicrospiraceae|endosymbionts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	1.08E-03	0.00E+00	0.000495233	0.024658602	1.04E-02	0.00467514	0	0	0	0.00E+00	0.000540328	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	2.48E-04	2.22E-04	0.00E+00	0.00E+00	3.65E-04	3.28E-04	0.000452755	1.21E-03	9.30E-04	0.001226693	8.07E-04	0	0.000168867	0.00017838	0.00E+00	0.00E+00	0.00E+00	1.78E-04	0.00E+00	0.00E+00	0	0	0.00E+00	1.86E-04	0	0.000269673	0	6.83E-05	0	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	8.04E-04	1.21E-03	1.31E-03	3.08E-03	6.59E-04	1.08E-03	4.60E-03	5.62E-03	2.28E-03	1.73E-03	9.55E-04	2.20E-03	2.24E-03	5.89E-04	1.99E-03	5.84E-03	1.51E-03	9.11E-04	0.000853852	4.34E-03	1.82E-03	2.03E-03	1.84E-03	4.56E-03	3.11E-03
Bacteria|Verrucomicrobia|Verrucomicrobiae|Opitutales|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	1.95E-04	0.00E+00	0.00E+00	0.00E+00	0.005596362	1.30E-02	1.34E-02	0.004209484	0.000519519	9.29E-04	0.00682606	0	0.003711308	0.01175436	6.16E-02	0.00762087	3.70E-02	2.48E-02	8.25E-03	8.64E-03	4.38E-02	0.004547893	1.37E-02	0.008140395	4.20E-03	7.97E-03	1.04E-02	3.71E-03	1.84E-02	1.46E-02	0.020057047	6.03E-04	1.11E-03	0.0102497	7.34E-03	0.004124562	0.002916795	0.000927578	1.69E-03	1.04E-02	1.04E-02	3.56E-02	6.09E-03	8.08E-03	0	0	2.15E-04	1.02E-04	0	0	0.000299452	1.07E-04	0	8.52E-05	3.40E-04	3.13E-03	0	9.95E-04	1.81E-04	1.19E-04	0.00E+00	0.00E+00	0.00E+00	2.32E-04	9.92E-04	6.14E-04	1.19E-03	1.01E-03	1.29E-03	9.18E-04	1.01E-03	2.60E-03	1.17E-03	7.53E-04	8.05E-04	1.80E-03	7.21E-04	0.000438832	8.39E-04	5.97E-04	3.61E-04	8.95E-04	1.19E-03	1.11E-03
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|PS-B29|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-04	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	2.69E-05	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.47E-05	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.011333351	0.0111289	7.71E-03	5.62E-03	0	0.008251982	0.006416838	1.10E-02	0.029550585	6.31E-03	5.84E-03	3.45E-03	0.008010235	4.45E-03	1.02E-02	7.27E-03	5.48E-03	8.39E-03	1.61E-03	6.89E-03	1.19E-03	1.56E-03	1.09E-03	6.80E-04	1.21E-03	1.16E-03	1.42E-03	7.39E-04	5.57E-04	1.13E-03	1.36E-03	1.09E-03	5.26E-03	0.005211558	1.67E-03	1.00E-03	8.16E-04	7.84E-04	4.13E-04	1.39E-03
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|67-14|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382283	0.000195948	1.10E-04	0	0.000585652	1.30E-03	2.30E-03	1.93E-04	6.82E-04	1.82E-04	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	5.79E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.002150586	0.00E+00	0.00E+00	0.015251881	9.88E-03	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.000491629	0.000702878	1.03E-03	6.91E-04	0	0.000916887	0.000962526	1.02E-03	0	2.24E-03	1.72E-03	1.80E-03	0	4.97E-04	5.13E-04	3.97E-04	0.00E+00	2.47E-04	0.00E+00	3.00E-04	3.78E-03	4.72E-03	3.78E-03	6.17E-03	3.09E-03	5.63E-03	3.21E-03	3.79E-03	6.93E-03	5.18E-03	2.53E-03	3.50E-03	5.20E-04	0.001986651	5.70E-03	1.23E-02	5.90E-03	1.15E-02	4.69E-03	3.79E-03
Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0.002298723	0.000372687	0.00E+00	9.16E-05	5.54E-04	0.00E+00	1.56E-04	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.006675809	0.010933656	4.13E-03	5.74E-03	0	0.008305917	0.008748289	6.40E-03	0.009850195	4.14E-03	9.19E-03	1.83E-04	0.002225065	5.84E-03	9.57E-03	1.37E-02	8.49E-03	6.03E-03	1.37E-02	4.19E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.63E-05	0.00E+00	3.82E-03	0.000295957	8.70E-06	0.00E+00	9.37E-05	0.00E+00	0.00E+00	0.00E+00
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfocurvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-03	0.000110782	0.000133103	0.00E+00	1.14E-04	0.00E+00	0.00E+00	0.00E+00	0.001464673	3.37E-03	7.73E-03	0.000557138	0	3.29E-05	0.000799929	0	0.00098705	0.003312326	9.31E-03	0.001440874	1.09E-02	7.99E-03	3.46E-03	3.78E-03	2.62E-03	0.00174919	2.65E-03	0.000740036	9.54E-05	2.52E-03	3.87E-03	3.67E-03	5.10E-03	5.96E-03	0.000814959	1.92E-04	1.18E-04	0.000804165	7.48E-04	0.000687427	0.001964999	0	0.00E+00	4.81E-03	4.52E-03	7.94E-03	0.00E+00	1.12E-03	0	0	0.00E+00	0.00E+00	0	0	0	2.28E-04	0	5.28E-04	1.15E-04	0.00E+00	0	9.53E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.23E-05	0.00E+00	0.00E+00	5.41E-05	6.70E-05	3.67E-05	0.00E+00	1.87E-04	3.92E-05	1.44E-05	0.00E+00	0.00E+00	8.25E-05	0	2.07E-05	0.00E+00	6.69E-05	0.00E+00	0.00E+00	0.00E+00
Bacteria|Proteobacteria|Gammaproteobacteria|FGL7S|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.001500763	0.001210512	8.12E-04	2.32E-03	0	0.000467433	0	6.24E-04	0	6.39E-04	1.03E-04	1.96E-03	0.006063303	3.28E-04	6.21E-03	9.12E-03	1.37E-02	5.64E-03	4.02E-03	1.97E-03	7.49E-03	1.51E-02	1.41E-02	5.02E-03	9.81E-03	6.49E-03	1.56E-02	9.23E-03	7.82E-03	1.07E-02	5.14E-03	6.24E-03	1.55E-03	0.003714766	9.78E-03	6.74E-03	5.86E-03	9.78E-03	1.35E-02	9.06E-03
Bacteria|Acidobacteria|Acidobacteriia|Solibacterales|Solibacteraceae_(Subgroup_3)|Bryobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03E-04	0.00299111	0	0.00E+00	0.00E+00	0.00E+00	5.75E-04	1.04E-04	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.47E-05	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.007762569	0.00507634	8.52E-03	8.76E-03	0	0.005483343	0.004684292	4.07E-03	0.006977221	3.93E-03	1.39E-03	1.33E-03	0.010346554	1.73E-03	8.04E-03	9.97E-03	9.04E-03	9.84E-03	1.07E-02	7.03E-03	1.27E-02	3.21E-02	2.67E-02	1.12E-02	1.86E-02	1.72E-02	3.14E-02	1.85E-02	1.60E-02	2.43E-02	2.37E-02	1.25E-02	4.35E-03	0.016906947	2.60E-02	2.18E-02	2.06E-02	3.12E-02	3.13E-02	2.60E-02
Bacteria|Proteobacteria|Gammaproteobacteria|Ectothiorhodospirales|Thioalkalispiraceae|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254855	0	0.00E+00	0.000332346	0	0.00E+00	1.14E-04	4.82E-04	3.41E-04	3.12E-04	0.003060511	3.05E-02	9.65E-03	0.010895134	0	0.00E+00	0.018451693	0.000174571	0.001421352	0	2.47E-03	9.00546E-05	8.53E-03	7.16E-03	8.72E-05	1.72E-03	3.63E-03	0	0.00E+00	0	9.92E-04	1.64E-04	1.08E-02	1.38E-03	0.00E+00	3.28E-04	0.00584054	0.00E+00	0.00E+00	0	0.00E+00	0.00075617	0.006524409	0	0.00E+00	6.06E-04	5.23E-03	1.89E-03	0.00E+00	0.00E+00	0	0	3.48E-04	1.06E-04	0	0	0.000663073	2.80E-04	0	0.00E+00	4.80E-04	2.13E-03	0	6.14E-04	8.25E-05	7.94E-05	0.00E+00	0.00E+00	0.00E+00	3.45E-04	4.14E-04	0.00E+00	1.03E-04	2.78E-04	6.68E-04	7.80E-05	1.71E-04	9.19E-04	4.63E-04	8.33E-05	1.66E-04	9.31E-05	1.72E-04	0.000034018	9.13E-05	1.08E-04	4.28E-04	6.63E-05	0.00E+00	4.07E-05
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0.000443127	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.000633963	2.28E-03	0.00E+00	0	0	0.00E+00	0.000266643	0	0.000355338	0.000527627	6.11E-03	0.000146339	1.90E-03	6.73E-03	5.93E-04	2.25E-03	4.02E-03	0.005060988	7.43E-04	0	0.00E+00	5.40E-04	2.37E-03	7.35E-03	2.12E-02	2.62E-02	0	0.00E+00	0.00E+00	0.000149929	9.35E-05	0	0.00019957	0	0.00E+00	2.47E-04	2.83E-04	1.28E-03	5.02E-03	0.00E+00	0.000983259	0.002460073	2.65E-04	4.19E-04	0	0.000503389	0.000834189	8.97E-04	0	9.20E-04	6.18E-04	0.00E+00	0	4.87E-04	3.43E-04	1.89E-04	1.16E-03	4.93E-04	0.00E+00	1.24E-03	4.37E-04	5.97E-04	2.15E-04	0.00E+00	2.17E-04	2.62E-04	3.63E-04	3.49E-04	0.00E+00	2.61E-04	8.19E-04	3.62E-04	1.90E-04	0.0007552	2.40E-04	3.48E-04	5.76E-04	1.55E-04	5.83E-04	5.61E-04
Bacteria|Proteobacteria|Gammaproteobacteria|Betaproteobacteriales|Sulfuricellaceae|Sulfurirhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.009749913	2.70E-02	2.74E-02	0.032623499	0.021226065	9.89E-03	0.003875211	0	0.005211624	0.007298842	1.14E-02	0.006067428	2.60E-02	1.13E-02	2.72E-03	3.60E-03	9.28E-03	0.001725867	1.01E-02	0.004334496	7.00E-03	5.58E-03	7.08E-03	2.49E-03	4.55E-02	5.59E-02	0.009575769	6.58E-04	1.01E-03	0.00853233	9.10E-03	0.001993538	0.003807185	0.000570817	3.60E-03	1.23E-02	1.16E-02	1.56E-02	2.84E-03	5.03E-03	0	0.00031239	2.49E-04	2.63E-04	0	0.00019776	0.000727242	6.26E-04	0	5.88E-04	1.26E-03	1.03E-03	0	1.02E-03	4.73E-04	0.00E+00	1.91E-04	3.20E-04	5.43E-05	4.72E-04	7.09E-04	7.67E-05	4.46E-04	9.36E-04	6.01E-04	3.26E-04	2.92E-04	7.32E-04	5.57E-04	5.66E-04	3.20E-04	3.69E-04	1.78E-03	0.000466047	3.51E-04	3.30E-04	2.88E-04	1.66E-04	2.36E-04	3.51E-04
Bacteria|Lentisphaerae|Oligosphaeria|P.palmC41|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76E-04	0	0.000212964	2.21E-04	4.58E-04	0.00E+00	4.26E-04	2.86E-04	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.000232877	0	3.31E-04	1.65E-04	0	0	0	4.78E-05	0	1.36E-04	3.19E-05	2.46E-03	0.001001279	4.45E-04	2.15E-04	0.00E+00	0.00E+00	6.29E-05	5.25E-04	4.79E-04	4.25E-03	5.69E-03	3.91E-03	3.60E-03	4.52E-03	5.05E-03	5.65E-03	3.12E-03	2.72E-03	3.65E-03	3.21E-03	3.63E-03	5.27E-04	0.001976446	3.83E-03	4.32E-03	2.48E-03	3.89E-03	3.79E-03	2.55E-03
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfurivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022937	0	0.00E+00	0	0	0.00E+00	1.03E-04	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	7.95E-05	0	2.29E-04	8.08E-05	0.00E+00	8.73E-05	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.000531567	3.39E-04	0	0	0	0.00E+00	0.00E+00	1.86E-05	4.80E-04	0.00E+00	0.00E+00	0.010401842	0.005310633	9.89E-03	6.47E-03	0	0.006975532	0.006587954	8.02E-03	0.005540735	1.01E-02	8.28E-03	3.48E-03	0.006397063	6.83E-03	3.45E-03	5.46E-04	1.49E-03	1.56E-03	7.78E-04	5.80E-03	1.22E-02	1.93E-02	1.58E-02	1.34E-02	1.34E-02	1.59E-02	1.66E-02	1.16E-02	1.79E-02	1.50E-02	1.36E-02	1.07E-02	3.88E-03	0.006453215	1.29E-02	8.09E-03	9.14E-03	1.22E-02	1.71E-02	1.08E-02
Bacteria|Marinimicrobia_(SAR406_clade)|NA|NA|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020734	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-04	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.82E-04	0.000940014	2.11E-03	1.26E-03	0.000185713	0	0.00E+00	0.000408853	0	0.000829122	0	3.33E-03	0.000382732	3.45E-03	7.27E-04	4.01E-04	2.58E-03	6.75E-04	0	1.21E-04	0	3.40E-03	4.39E-04	3.36E-03	0.00E+00	2.66E-03	3.38E-03	0.001584643	9.59E-04	8.78E-04	0.000654236	1.17E-03	0	0.00029168	0	0.00E+00	1.26E-03	1.41E-03	1.74E-03	5.75E-04	1.10E-03	0.010013714	0.010113632	5.30E-03	4.05E-03	0	0.004063067	0.005497091	6.89E-03	0.012723169	8.59E-03	6.00E-03	8.21E-03	0.006897703	3.58E-03	2.63E-03	6.85E-04	2.26E-04	8.45E-04	1.21E-03	4.55E-03	2.05E-02	3.50E-02	2.53E-02	1.55E-02	2.06E-02	2.52E-02	2.85E-02	1.05E-02	9.15E-03	2.26E-02	5.14E-02	1.27E-02	1.24E-02	0.020329158	3.02E-02	2.56E-02	1.91E-02	2.53E-02	2.17E-02	2.24E-02
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Marivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.002513991	1.23E-02	1.43E-02	0.007149932	0.032080303	1.12E-02	0.029668474	0	0.002053064	0.000381064	3.67E-04	0.000450273	2.98E-03	7.87E-04	0.00E+00	3.19E-03	5.98E-03	0.001609254	0.00E+00	0	6.11E-04	1.01E-04	2.76E-03	1.17E-03	1.97E-04	1.92E-04	0	1.48E-03	9.83E-04	0.001390252	1.27E-03	0	0.000706171	0.000784873	3.64E-04	7.19E-03	6.32E-03	9.08E-04	6.58E-03	0.00E+00	0.000931508	0	6.30E-04	1.15E-03	0	0.000575302	0.00079141	7.70E-04	0	9.29E-04	1.99E-03	2.85E-03	0	4.97E-04	8.48E-04	3.57E-04	0.00E+00	3.20E-04	0.00E+00	1.09E-03	2.92E-04	4.60E-04	5.24E-04	1.70E-04	8.27E-04	4.91E-04	5.55E-04	1.12E-03	3.85E-04	8.97E-04	5.08E-04	1.41E-04	2.22E-04	0.000261939	3.93E-04	2.57E-04	4.35E-04	2.87E-04	1.62E-03	8.49E-04
Bacteria|Proteobacteria|Gammaproteobacteria|Betaproteobacteriales|Rhodocyclaceae|Ferribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	1.09E-02	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.004942169	0.002811512	5.30E-03	3.11E-03	0	0.003307984	0.003935661	5.67E-03	0.002667761	5.50E-03	5.80E-03	1.09E-02	0.003281971	6.05E-03	3.07E-03	4.07E-04	0.00E+00	8.29E-04	4.52E-04	2.93E-03	9.07E-03	9.59E-03	9.63E-03	1.06E-02	9.80E-03	1.07E-02	1.14E-02	7.46E-03	1.23E-02	8.55E-03	1.11E-02	9.07E-03	5.29E-03	0.006130044	9.68E-03	8.94E-03	7.22E-03	8.57E-03	7.95E-03	9.43E-03
